RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,SyntheticFirstName,CustomerFullName,CountryISO2,Locale,TimeZone,LocalCurrency,Region,City,PostalCode,StreetAddress,PhoneCountryCode,SyntheticPhone,SyntheticEmail,CustomerAgeGroup
1529.0,15597131,Fu,415.0,France,Male,32,5.0,145807.59,1.0,1.0,1.0,3064.65,0.0,Lucas,Lucas Fu,FR,fr_FR,Europe/Paris,EUR,Île-de-France,Paris,75001,140 Rue des Lilas,+33,+33 7 12 53 89 92,lucas.fu.7131@fr.demo-bank.example,25-34
1530.0,15697283,Mackenzie,578.0,Spain,Male,23,8.0,0.0,2.0,1.0,0.0,112124.98,0.0,Lucas,Lucas Mackenzie,ES,es_ES,Europe/Madrid,EUR,Basque Country,Bilbao,48001,134 Avenida Cervantes,+34,+34 661 827 551,lucas.mackenzie.7283@es.demo-bank.example,18-24
1531.0,15640953,Bligh,611.0,France,Female,26,2.0,107508.93,2.0,1.0,1.0,120801.65,0.0,Marie,Marie Bligh,FR,fr_FR,Europe/Paris,EUR,Grand Est,Strasbourg,67000,199 Allée du Moulin,+33,+33 6 06 39 55 53,marie.bligh.0953@fr.demo-bank.example,25-34
1532.0,15715031,Davidson,600.0,France,Female,28,6.0,0.0,2.0,0.0,1.0,52193.23,0.0,Chloé,Chloé Davidson,FR,fr_FR,Europe/Paris,EUR,Occitanie,Montpellier,34000,127 Allée Voltaire,+33,+33 7 02 51 73 59,chloe.davidson.5031@fr.demo-bank.example,25-34
1533.0,15589660,Lamble,661.0,Germany,Female,32,1.0,145980.23,1.0,0.0,1.0,56636.28,0.0,Hannah,Hannah Lamble,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Cologne,50667,HauptPlatz 115,+49,+49 163 4767001,hannah.lamble.9660@de.demo-bank.example,25-34
1534.0,15769818,Moore,850.0,France,Female,37,3.0,212778.2,1.0,0.0,1.0,69372.88,0.0,Julie,Julie Moore,FR,fr_FR,Europe/Paris,EUR,Auvergne-Rhône-Alpes,Lyon,69001,27 Boulevard des Lilas,+33,+33 6 50 22 65 50,julie.moore.9818@fr.demo-bank.example,35-44
1535.0,15782736,Jose,573.0,Germany,Female,47,4.0,152522.47,1.0,0.0,1.0,164038.07,1.0,Laura,Laura Jose,DE,de_DE,Europe/Berlin,EUR,Baden-Württemberg,Stuttgart,70173,KirchAllee 101,+49,+49 176 6098241,laura.jose.2736@de.demo-bank.example,45-54
1536.0,15614818,Trevisani,764.0,Spain,Female,33,9.0,168964.77,1.0,0.0,1.0,118982.51,0.0,Martina,Martina Trevisani,ES,es_ES,Europe/Madrid,EUR,Balearic Islands,Palma,07001,7 Calle San José,+34,+34 633 484 111,martina.trevisani.4818@es.demo-bank.example,25-34
1537.0,15794014,Schofield,838.0,France,Female,34,8.0,0.0,2.0,1.0,0.0,27472.07,0.0,Manon,Manon Schofield,FR,fr_FR,Europe/Paris,EUR,Occitanie,Toulouse,31000,106 Rue Gambetta,+33,+33 6 42 35 24 93,manon.schofield.4014@fr.demo-bank.example,25-34
1538.0,15732448,Stewart,821.0,France,Female,28,8.0,0.0,1.0,1.0,1.0,36754.13,0.0,Emma,Emma Stewart,FR,fr_FR,Europe/Paris,EUR,Pays de la Loire,Nantes,44000,117 Boulevard Gambetta,+33,+33 7 43 01 33 54,emma.stewart.2448@fr.demo-bank.example,25-34
1539.0,15723411,Jamieson,607.0,Spain,Female,36,4.0,98266.3,1.0,1.0,1.0,46416.36,0.0,Daniela,Daniela Jamieson,ES,es_ES,Europe/Madrid,EUR,Balearic Islands,Palma,07001,80 Plaza Cervantes,+34,+34 784 223 279,daniela.jamieson.3411@es.demo-bank.example,35-44
1540.0,15797686,Howard,558.0,France,Male,38,8.0,113000.92,1.0,1.0,1.0,152872.39,0.0,Nathan,Nathan Howard,FR,fr_FR,Europe/Paris,EUR,Occitanie,Toulouse,31000,196 Rue Voltaire,+33,+33 7 53 85 90 00,nathan.howard.7686@fr.demo-bank.example,35-44
1541.0,15605950,Onwuamaeze,530.0,Germany,Male,23,1.0,137060.88,2.0,1.0,1.0,165227.23,0.0,Noah,Noah Onwuamaeze,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Cologne,50667,HauptAllee 114,+49,+49 163 1871298,noah.onwuamaeze.5950@de.demo-bank.example,18-24
1542.0,15812497,D'Albertis,654.0,Germany,Male,37,5.0,112146.12,1.0,1.0,0.0,75927.35,0.0,Tim,Tim D'Albertis,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Dortmund,44135,ParkStraße 183,+49,+49 173 4610076,tim.d.albertis.2497@de.demo-bank.example,35-44
1543.0,15690678,Brooks,530.0,France,Female,33,4.0,129307.32,1.0,1.0,1.0,172930.28,0.0,Marie,Marie Brooks,FR,fr_FR,Europe/Paris,EUR,Île-de-France,Paris,75001,26 Rue Jean Jaurès,+33,+33 6 98 94 14 19,marie.brooks.0678@fr.demo-bank.example,25-34
1544.0,15747677,Gordon,656.0,Spain,Male,69,6.0,163975.09,1.0,1.0,1.0,36108.5,0.0,Daniel,Daniel Gordon,ES,es_ES,Europe/Madrid,EUR,Catalonia,Barcelona,08001,133 Calle Real,+34,+34 739 613 973,daniel.gordon.7677@es.demo-bank.example,65+
1545.0,15618926,Nwachukwu,520.0,Spain,Male,43,7.0,0.0,2.0,1.0,1.0,36202.74,0.0,Adrián,Adrián Nwachukwu,ES,es_ES,Europe/Madrid,EUR,Balearic Islands,Palma,07001,170 Calle Mayor,+34,+34 795 487 221,adrian.nwachukwu.8926@es.demo-bank.example,35-44
1546.0,15673908,Chinweike,602.0,Germany,Female,42,6.0,158414.85,1.0,1.0,1.0,131886.46,0.0,Hannah,Hannah Chinweike,DE,de_DE,Europe/Berlin,EUR,Berlin,Berlin,10115,ParkAllee 117,+49,+49 172 1439949,hannah.chinweike.3908@de.demo-bank.example,35-44
1547.0,15727944,Simpkinson,701.0,Germany,Female,48,1.0,92072.68,1.0,1.0,1.0,133992.36,0.0,Lena,Lena Simpkinson,DE,de_DE,Europe/Berlin,EUR,Hesse,Frankfurt am Main,60311,SchillerWeg 1,+49,+49 160 7784586,lena.simpkinson.7944@de.demo-bank.example,45-54
1548.0,15807294,Walker,653.0,Spain,Female,30,2.0,88243.29,2.0,1.0,1.0,96658.26,0.0,Julia,Julia Walker,ES,es_ES,Europe/Madrid,EUR,Catalonia,Barcelona,08001,153 Calle Goya,+34,+34 641 529 548,julia.walker.7294@es.demo-bank.example,25-34
1549.0,15618581,Diribe,668.0,Spain,Male,25,8.0,0.0,2.0,1.0,1.0,135112.09,0.0,Mateo,Mateo Diribe,ES,es_ES,Europe/Madrid,EUR,Andalusia,Seville,41001,75 Calle Velázquez,+34,+34 755 172 277,mateo.diribe.8581@es.demo-bank.example,25-34
1550.0,15584364,Trentini,652.0,France,Male,48,4.0,59486.31,1.0,1.0,0.0,163944.18,1.0,Hugo,Hugo Trentini,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Marseille,13001,176 Rue Voltaire,+33,+33 6 16 82 90 28,hugo.trentini.4364@fr.demo-bank.example,45-54
1551.0,15599552,Conway,639.0,Spain,Female,54,2.0,0.0,2.0,1.0,1.0,53843.71,0.0,Martina,Martina Conway,ES,es_ES,Europe/Madrid,EUR,Aragon,Zaragoza,50001,21 Avenida Cervantes,+34,+34 784 994 944,martina.conway.9552@es.demo-bank.example,45-54
1552.0,15749177,Maslow,730.0,Spain,Female,52,7.0,0.0,2.0,0.0,1.0,122398.84,0.0,Paula,Paula Maslow,ES,es_ES,Europe/Madrid,EUR,Community of Madrid,Madrid,28001,158 Plaza San José,+34,+34 759 662 939,paula.maslow.9177@es.demo-bank.example,45-54
1553.0,15718779,Clark,780.0,France,Male,34,1.0,0.0,1.0,1.0,1.0,64804.04,0.0,Gabriel,Gabriel Clark,FR,fr_FR,Europe/Paris,EUR,Grand Est,Strasbourg,67000,190 Boulevard des Lilas,+33,+33 6 90 72 84 31,gabriel.clark.8779@fr.demo-bank.example,25-34
1554.0,15568106,L?,592.0,France,Female,38,8.0,119278.01,2.0,0.0,1.0,19370.73,0.0,Sarah,Sarah L?,FR,fr_FR,Europe/Paris,EUR,Auvergne-Rhône-Alpes,Lyon,69001,120 Boulevard du Moulin,+33,+33 7 56 22 51 18,sarah.l.8106@fr.demo-bank.example,35-44
1555.0,15779481,Swadling,628.0,France,Male,34,4.0,158741.43,2.0,1.0,1.0,126192.54,0.0,Gabriel,Gabriel Swadling,FR,fr_FR,Europe/Paris,EUR,Hauts-de-France,Lille,59000,32 Rue Gambetta,+33,+33 7 79 16 02 30,gabriel.swadling.9481@fr.demo-bank.example,25-34
1556.0,15709994,Gallo,658.0,France,Female,40,7.0,140596.95,1.0,0.0,1.0,135459.02,1.0,Sarah,Sarah Gallo,FR,fr_FR,Europe/Paris,EUR,Hauts-de-France,Lille,59000,122 Rue Victor Hugo,+33,+33 7 96 70 54 00,sarah.gallo.9994@fr.demo-bank.example,35-44
1557.0,15772777,Onyemachukwu,850.0,Spain,Female,29,10.0,0.0,2.0,1.0,1.0,94815.04,0.0,Daniela,Daniela Onyemachukwu,ES,es_ES,Europe/Madrid,EUR,Valencian Community,Alicante,03001,134 Calle San José,+34,+34 746 550 122,daniela.onyemachukwu.2777@es.demo-bank.example,25-34
1558.0,15706815,Samoylova,515.0,Germany,Male,37,2.0,90432.92,1.0,1.0,1.0,188366.04,1.0,Felix,Felix Samoylova,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Essen,45127,HauptStraße 56,+49,+49 163 4845913,felix.samoylova.6815@de.demo-bank.example,35-44
1559.0,15618018,Dickson,571.0,France,Female,35,1.0,104783.81,2.0,0.0,1.0,178512.52,0.0,Léa,Léa Dickson,FR,fr_FR,Europe/Paris,EUR,Occitanie,Toulouse,31000,92 Rue Gambetta,+33,+33 7 91 54 34 34,lea.dickson.8018@fr.demo-bank.example,35-44
1560.0,15671032,He,760.0,Germany,Male,42,0.0,77992.97,2.0,1.0,1.0,97906.38,0.0,Finn,Finn He,DE,de_DE,Europe/Berlin,EUR,Saxony,Leipzig,04109,GartenWeg 23,+49,+49 157 9893952,finn.he.1032@de.demo-bank.example,35-44
1561.0,15634281,P'an,720.0,Germany,Female,43,10.0,110822.9,1.0,0.0,0.0,72861.94,0.0,Julia,Julia P'an,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Essen,45127,SchillerWeg 74,+49,+49 160 5560374,julia.p.an.4281@de.demo-bank.example,35-44
1562.0,15766374,Leak,632.0,Germany,Male,42,4.0,119624.6,2.0,1.0,1.0,195978.86,0.0,Leon,Leon Leak,DE,de_DE,Europe/Berlin,EUR,Bavaria,Munich,80331,HauptAllee 104,+49,+49 175 1714704,leon.leak.6374@de.demo-bank.example,35-44
1563.0,15600991,Artemieva,694.0,Germany,Male,31,6.0,109052.59,2.0,1.0,1.0,19448.93,1.0,Jonas,Jonas Artemieva,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Düsseldorf,40213,ParkWeg 163,+49,+49 160 7689582,jonas.artemieva.0991@de.demo-bank.example,25-34
1564.0,15777576,Frost,559.0,Spain,Female,40,5.0,139129.44,1.0,0.0,1.0,32635.54,0.0,Carmen,Carmen Frost,ES,es_ES,Europe/Madrid,EUR,Catalonia,Barcelona,08001,127 Avenida Goya,+34,+34 645 931 175,carmen.frost.7576@es.demo-bank.example,35-44
1565.0,15742613,Warner,773.0,Germany,Female,42,8.0,152324.66,2.0,1.0,0.0,171733.22,0.0,Mia,Mia Warner,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Cologne,50667,BahnhofAllee 17,+49,+49 160 7486139,mia.warner.2613@de.demo-bank.example,35-44
1566.0,15649523,Kennedy,581.0,France,Male,38,1.0,0.0,2.0,1.0,0.0,46176.22,0.0,Gabriel,Gabriel Kennedy,FR,fr_FR,Europe/Paris,EUR,Auvergne-Rhône-Alpes,Lyon,69001,155 Avenue Carnot,+33,+33 7 31 74 52 66,gabriel.kennedy.9523@fr.demo-bank.example,35-44
1567.0,15651063,Ifeatu,524.0,Germany,Female,37,9.0,127480.58,2.0,1.0,0.0,179634.69,0.0,Lena,Lena Ifeatu,DE,de_DE,Europe/Berlin,EUR,Hesse,Frankfurt am Main,60311,LindenStraße 97,+49,+49 163 4835962,lena.ifeatu.1063@de.demo-bank.example,35-44
1568.0,15683124,Evans,713.0,France,Male,53,6.0,115029.4,1.0,0.0,0.0,191521.32,1.0,Antoine,Antoine Evans,FR,fr_FR,Europe/Paris,EUR,Auvergne-Rhône-Alpes,Lyon,69001,159 Rue Voltaire,+33,+33 7 11 06 03 35,antoine.evans.3124@fr.demo-bank.example,45-54
1569.0,15618314,Chu,676.0,France,Male,40,8.0,114005.78,1.0,1.0,1.0,67998.45,0.0,Thomas,Thomas Chu,FR,fr_FR,Europe/Paris,EUR,Occitanie,Montpellier,34000,190 Allée Carnot,+33,+33 6 26 56 33 69,thomas.chu.8314@fr.demo-bank.example,35-44
1570.0,15670823,Hsueh,651.0,Germany,Female,42,1.0,116646.76,1.0,1.0,0.0,44731.8,1.0,Lea,Lea Hsueh,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Essen,45127,BerlinerWeg 162,+49,+49 162 4256376,lea.hsueh.0823@de.demo-bank.example,35-44
1571.0,15607133,Shih,717.0,Spain,Female,49,1.0,110864.38,2.0,1.0,1.0,124532.9,1.0,María,María Shih,ES,es_ES,Europe/Madrid,EUR,Region of Murcia,Murcia,30001,47 Paseo Real,+34,+34 671 084 365,maria.shih.7133@es.demo-bank.example,45-54
1572.0,15615012,Fan,594.0,France,Male,23,5.0,156267.59,1.0,1.0,0.0,160968.44,0.0,Jules,Jules Fan,FR,fr_FR,Europe/Paris,EUR,Occitanie,Montpellier,34000,124 Rue des Lilas,+33,+33 6 39 28 25 63,jules.fan.5012@fr.demo-bank.example,18-24
1573.0,15725141,Whiddon,716.0,France,Female,44,3.0,109528.28,1.0,1.0,0.0,27341.63,1.0,Marie,Marie Whiddon,FR,fr_FR,Europe/Paris,EUR,Nouvelle-Aquitaine,Bordeaux,33000,64 Rue Gambetta,+33,+33 7 96 09 16 00,marie.whiddon.5141@fr.demo-bank.example,35-44
1574.0,15623560,Onyekachukwu,668.0,France,Female,35,6.0,102482.76,1.0,1.0,1.0,53994.64,0.0,Inès,Inès Onyekachukwu,FR,fr_FR,Europe/Paris,EUR,Occitanie,Montpellier,34000,58 Avenue du Moulin,+33,+33 6 60 60 80 71,ines.onyekachukwu.3560@fr.demo-bank.example,35-44
1575.0,15693018,Ermakova,678.0,Germany,Male,23,10.0,115563.71,1.0,1.0,1.0,91633.53,0.0,Finn,Finn Ermakova,DE,de_DE,Europe/Berlin,EUR,Bavaria,Munich,80331,BerlinerStraße 147,+49,+49 157 1430133,finn.ermakova.3018@de.demo-bank.example,18-24
1576.0,15636756,Marino,545.0,France,Male,23,2.0,0.0,2.0,1.0,0.0,189613.12,0.0,Thomas,Thomas Marino,FR,fr_FR,Europe/Paris,EUR,Nouvelle-Aquitaine,Bordeaux,33000,193 Boulevard des Lilas,+33,+33 7 23 65 99 16,thomas.marino.6756@fr.demo-bank.example,18-24
1577.0,15647474,Niu,613.0,France,Female,40,9.0,95624.36,2.0,1.0,1.0,60706.33,0.0,Camille,Camille Niu,FR,fr_FR,Europe/Paris,EUR,Hauts-de-France,Lille,59000,55 Avenue Pasteur,+33,+33 6 61 20 63 26,camille.niu.7474@fr.demo-bank.example,35-44
1578.0,15576714,Manna,687.0,Spain,Female,21,8.0,0.0,2.0,1.0,1.0,154767.34,0.0,Julia,Julia Manna,ES,es_ES,Europe/Madrid,EUR,Valencian Community,Alicante,03001,10 Avenida de la Constitución,+34,+34 778 379 205,julia.manna.6714@es.demo-bank.example,18-24
1579.0,15585047,Onyemere,715.0,France,Male,28,7.0,160376.61,1.0,0.0,0.0,196853.11,0.0,Gabriel,Gabriel Onyemere,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Marseille,13001,149 Avenue de la République,+33,+33 6 72 95 31 20,gabriel.onyemere.5047@fr.demo-bank.example,25-34
1580.0,15743976,Archer,618.0,Germany,Male,41,8.0,37702.79,1.0,1.0,1.0,195775.48,0.0,Max,Max Archer,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Essen,45127,GoetheAllee 76,+49,+49 171 3211242,max.archer.3976@de.demo-bank.example,35-44
1581.0,15793881,Mitchell,721.0,France,Female,35,6.0,118273.83,1.0,0.0,1.0,3086.89,0.0,Julie,Julie Mitchell,FR,fr_FR,Europe/Paris,EUR,Nouvelle-Aquitaine,Bordeaux,33000,46 Allée des Lilas,+33,+33 6 12 02 35 51,julie.mitchell.3881@fr.demo-bank.example,35-44
1582.0,15576517,Everingham,445.0,Germany,Female,34,7.0,131082.17,2.0,1.0,1.0,70618.0,0.0,Clara,Clara Everingham,DE,de_DE,Europe/Berlin,EUR,Baden-Württemberg,Stuttgart,70173,BerlinerAllee 20,+49,+49 176 5619710,clara.everingham.6517@de.demo-bank.example,25-34
1583.0,15631072,Huie,690.0,France,Male,38,1.0,94456.0,2.0,0.0,1.0,55034.02,0.0,Arthur,Arthur Huie,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Marseille,13001,192 Rue Jean Jaurès,+33,+33 6 33 43 82 11,arthur.huie.1072@fr.demo-bank.example,35-44
1584.0,15730394,Crowther,709.0,France,Female,43,8.0,0.0,2.0,0.0,0.0,168035.62,1.0,Julie,Julie Crowther,FR,fr_FR,Europe/Paris,EUR,Île-de-France,Paris,75001,184 Allée de la Paix,+33,+33 6 49 30 24 55,julie.crowther.0394@fr.demo-bank.example,35-44
1585.0,15631460,Swift,671.0,Spain,Female,42,3.0,0.0,2.0,1.0,1.0,128449.33,0.0,Daniela,Daniela Swift,ES,es_ES,Europe/Madrid,EUR,Aragon,Zaragoza,50001,77 Calle San José,+34,+34 648 985 785,daniela.swift.1460@es.demo-bank.example,35-44
1586.0,15692002,Skelton,538.0,France,Male,33,6.0,93791.38,1.0,1.0,1.0,199249.29,0.0,Arthur,Arthur Skelton,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Nice,06000,172 Allée Victor Hugo,+33,+33 7 14 82 93 11,arthur.skelton.2002@fr.demo-bank.example,25-34
1587.0,15595282,White,735.0,France,Female,33,4.0,0.0,2.0,1.0,0.0,149474.69,0.0,Marie,Marie White,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Marseille,13001,79 Avenue Victor Hugo,+33,+33 7 49 63 79 52,marie.white.5282@fr.demo-bank.example,25-34
1588.0,15789548,Giordano,592.0,France,Female,37,7.0,0.0,2.0,1.0,1.0,126726.33,0.0,Clara,Clara Giordano,FR,fr_FR,Europe/Paris,EUR,Hauts-de-France,Lille,59000,99 Avenue Jean Jaurès,+33,+33 6 88 28 82 37,clara.giordano.9548@fr.demo-bank.example,35-44
1589.0,15758035,Bateson,747.0,France,Male,61,7.0,155973.13,1.0,0.0,1.0,147554.26,0.0,Antoine,Antoine Bateson,FR,fr_FR,Europe/Paris,EUR,Grand Est,Strasbourg,67000,52 Allée Jean Jaurès,+33,+33 7 46 74 00 34,antoine.bateson.8035@fr.demo-bank.example,55-64
1590.0,15617518,Hu,675.0,Germany,Male,36,7.0,89409.95,1.0,1.0,1.0,149399.7,0.0,Felix,Felix Hu,DE,de_DE,Europe/Berlin,EUR,Saxony,Leipzig,04109,LindenAllee 181,+49,+49 162 3098943,felix.hu.7518@de.demo-bank.example,35-44
1591.0,15651802,Day,632.0,Spain,Female,39,5.0,97854.37,2.0,1.0,0.0,93536.38,0.0,María,María Day,ES,es_ES,Europe/Madrid,EUR,Andalusia,Seville,41001,163 Calle Goya,+34,+34 724 787 640,maria.day.1802@es.demo-bank.example,35-44
1592.0,15631813,Beneventi,621.0,France,Male,39,6.0,0.0,2.0,1.0,1.0,58883.91,0.0,Nicolas,Nicolas Beneventi,FR,fr_FR,Europe/Paris,EUR,Occitanie,Montpellier,34000,160 Avenue Gambetta,+33,+33 6 69 68 05 32,nicolas.beneventi.1813@fr.demo-bank.example,35-44
1593.0,15729668,Elizabeth,521.0,Spain,Male,29,3.0,60280.62,1.0,1.0,0.0,154271.41,0.0,Leo,Leo Elizabeth,ES,es_ES,Europe/Madrid,EUR,Basque Country,Bilbao,48001,62 Plaza Goya,+34,+34 601 110 579,leo.elizabeth.9668@es.demo-bank.example,25-34
1594.0,15741728,Atkins,591.0,Spain,Male,36,7.0,135216.8,1.0,1.0,1.0,122022.89,0.0,Adrián,Adrián Atkins,ES,es_ES,Europe/Madrid,EUR,Andalusia,Seville,41001,121 Calle San José,+34,+34 671 538 879,adrian.atkins.1728@es.demo-bank.example,35-44
1595.0,15576676,Serrano,706.0,Germany,Female,28,6.0,124923.35,2.0,1.0,1.0,50299.14,0.0,Hannah,Hannah Serrano,DE,de_DE,Europe/Berlin,EUR,Hesse,Frankfurt am Main,60311,BahnhofWeg 15,+49,+49 170 6038061,hannah.serrano.6676@de.demo-bank.example,25-34
1596.0,15711378,Willis,677.0,France,Male,38,4.0,0.0,2.0,1.0,0.0,187800.63,0.0,Thomas,Thomas Willis,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Marseille,13001,172 Rue du Moulin,+33,+33 7 89 69 59 64,thomas.willis.1378@fr.demo-bank.example,35-44
1597.0,15765520,Stevenson,769.0,Germany,Male,27,7.0,188614.07,1.0,1.0,0.0,171344.09,0.0,Ben,Ben Stevenson,DE,de_DE,Europe/Berlin,EUR,Bavaria,Munich,80331,FriedrichPlatz 123,+49,+49 176 2721392,ben.stevenson.5520@de.demo-bank.example,25-34
1598.0,15656726,Ch'ien,771.0,France,Male,32,5.0,62321.62,1.0,1.0,1.0,40920.59,0.0,Nicolas,Nicolas Ch'ien,FR,fr_FR,Europe/Paris,EUR,Hauts-de-France,Lille,59000,129 Allée de la République,+33,+33 7 40 41 00 81,nicolas.ch.ien.6726@fr.demo-bank.example,25-34
1599.0,15647842,Cunningham,601.0,Germany,Female,48,8.0,120782.7,1.0,1.0,0.0,63940.68,1.0,Anna,Anna Cunningham,DE,de_DE,Europe/Berlin,EUR,Hesse,Frankfurt am Main,60311,FriedrichPlatz 128,+49,+49 173 1823610,anna.cunningham.7842@de.demo-bank.example,45-54
1600.0,15719309,Stephens,670.0,France,Female,42,1.0,115961.58,2.0,0.0,1.0,29483.87,0.0,Clara,Clara Stephens,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Nice,06000,118 Avenue de la Paix,+33,+33 6 87 21 43 91,clara.stephens.9309@fr.demo-bank.example,35-44
1601.0,15748718,Gordon,517.0,France,Male,28,2.0,115062.61,1.0,1.0,0.0,179056.23,0.0,Nicolas,Nicolas Gordon,FR,fr_FR,Europe/Paris,EUR,Île-de-France,Paris,75001,25 Avenue du Moulin,+33,+33 7 54 13 99 39,nicolas.gordon.8718@fr.demo-bank.example,25-34
1602.0,15594404,Bevan,834.0,France,Female,49,8.0,160602.25,2.0,1.0,0.0,129273.94,0.0,Julie,Julie Bevan,FR,fr_FR,Europe/Paris,EUR,Pays de la Loire,Nantes,44000,49 Allée Voltaire,+33,+33 7 24 19 63 00,julie.bevan.4404@fr.demo-bank.example,45-54
1603.0,15751158,Mashman,571.0,France,Female,42,4.0,108825.34,3.0,1.0,0.0,55558.51,1.0,Julie,Julie Mashman,FR,fr_FR,Europe/Paris,EUR,Auvergne-Rhône-Alpes,Lyon,69001,165 Rue du Moulin,+33,+33 7 85 50 10 63,julie.mashman.1158@fr.demo-bank.example,35-44
1604.0,15593470,Tu,576.0,Germany,Female,36,8.0,166287.85,1.0,1.0,1.0,23305.85,0.0,Lena,Lena Tu,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Essen,45127,SchillerPlatz 31,+49,+49 173 6856137,lena.tu.3470@de.demo-bank.example,35-44
1605.0,15695129,Milanesi,718.0,France,Female,31,1.0,152663.77,1.0,0.0,1.0,17128.64,0.0,Clara,Clara Milanesi,FR,fr_FR,Europe/Paris,EUR,Provence-Alpes-Côte d'Azur,Marseille,13001,107 Avenue Pasteur,+33,+33 6 16 41 16 27,clara.milanesi.5129@fr.demo-bank.example,25-34
1606.0,15640865,Romano,636.0,Germany,Female,31,9.0,80844.69,2.0,1.0,1.0,74641.9,0.0,Lena,Lena Romano,DE,de_DE,Europe/Berlin,EUR,Bavaria,Munich,80331,GoetheStraße 140,+49,+49 174 8970797,lena.romano.0865@de.demo-bank.example,25-34
1607.0,15714080,Goliwe,566.0,Germany,Female,40,2.0,97001.36,2.0,1.0,0.0,154486.01,0.0,Hannah,Hannah Goliwe,DE,de_DE,Europe/Berlin,EUR,North Rhine-Westphalia,Essen,45127,SchillerPlatz 125,+49,+49 174 9594656,hannah.goliwe.4080@de.demo-bank.example,35-44
1608.0,15648721,Hsueh,711.0,France,Male,64,4.0,0.0,2.0,1.0,1.0,3185.67,0.0,Arthur,Arthur Hsueh,FR,fr_FR,Europe/Paris,EUR,Île-de-France,Paris,75001,54 Rue Victor Hugo,+33,+33 6 54 93 16 12,arthur.hsueh.8721@fr.demo-bank.example,55-64
1609.0,15801466,Gray,574.0,France,Female,39,2.0,122524.61,2.0,1.0,0.0,88463.63,0.0,Clara,Clara Gray,FR,fr_FR,Europe/Paris,EUR,Grand Est,Strasbourg,67000,178 Avenue de la Paix,+33,+33 7 72 05 59 54,clara.gray.1466@fr.demo-bank.example,35-44
1610.0,15750248,Wright,619.0,France,Female,35,8.0,132292.63,1.0,1.0,0.0,65682.93,0.0,Camille,Camille Wright,FR,fr_FR,Europe/Paris,EUR,Île-de-France,Paris,75001,198 Rue Jean Jaurès,+33,+33 7 67 21 97 52,camille.wright.0248@fr.demo-bank.example,35-44
1611.0,15758726,Chiemeka,588.0,France,Female,24,0.0,0.0,2.0,1.0,1.0,140586.08,0.0,Julie,Julie Chiemeka,FR,fr_FR,Europe/Paris,EUR,Hauts-de-France,Lille,59000,21 Avenue Pasteur,+33,+33 6 84 11 87 18,julie.chiemeka.8726@fr.demo-bank.example,18-24
1612.0,15781553,Chung,760.0,Germany,Female,49,9.0,91502.99,1.0,1.0,0.0,117232.9,1.0,Lea,Lea Chung,DE,de_DE,Europe/Berlin,EUR,Bavaria,Munich,80331,FriedrichWeg 41,+49,+49 176 5563723,lea.chung.1553@de.demo-bank.example,45-54
1613.0,15649121,Pinto,665.0,France,Male,52,3.0,0.0,1.0,1.0,0.0,116137.01,1.0,Thomas,Thomas Pinto,FR,fr_FR,Europe/Paris,EUR,Grand Est,Strasbourg,67000,2 Avenue Pasteur,+33,+33 7 33 23 59 64,thomas.pinto.9121@fr.demo-bank.example,45-54
1614.0,15674811,Kellway,739.0,Germany,Male,29,3.0,59385.98,2.0,1.0,1.0,105533.96,0.0,Lukas,Lukas Kellway,DE,de_DE,Europe/Berlin,EUR,Hamburg,Hamburg,20095,BahnhofPlatz 76,+49,+49 174 4632020,lukas.kellway.4811@de.demo-bank.example,25-34
1615.0,15646037,Sopuluchi,641.0,France,Male,77,9.0,0.0,3.0,1.0,1.0,81514.06,0.0,Jules,Jules Sopuluchi,FR,fr_FR,Europe/Paris,EUR,Auvergne-Rhône-Alpes,Lyon,69001,106 Avenue de la République,+33,+33 6 93 46 09 26,jules.sopuluchi.6037@fr.demo-bank.example,65+
