RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,churn_probability,risk
2479,15652808,Monaldo,774,France,Female,41,5,126670.37,1,1,0,102426.06,0,0.2462358984372574,Low
2480,15657139,Otutodilinna,652,France,Female,40,8,84390.8,2,0,1,107876.2,0,0.08619409969908809,Low
2481,15803790,Allen,638,Germany,Male,37,2,89728.86,2,1,1,37294.88,0,0.0572443145783416,Low
2482,15764105,Milne,475,France,Female,57,1,0.0,2,1,0,89248.99,0,0.5914824725400498,Medium
2483,15672610,Somadina,567,Spain,Male,40,4,118628.8,1,0,0,91973.63,0,0.1666432097617498,Low
2484,15766896,Chieloka,750,France,Male,37,3,0.0,2,1,0,16870.2,0,0.023750859702878636,Low
2485,15587735,Chukwuebuka,850,France,Male,39,6,96863.13,1,1,1,121681.19,0,0.07794250674640084,Low
2486,15659501,Chioke,753,France,Female,38,6,142263.45,1,0,1,33730.43,0,0.1213898931233269,Low
2487,15745001,Kovalev,683,Spain,Female,36,7,0.0,2,1,0,104786.59,0,0.03412190652815257,Low
2488,15651140,Doherty,710,France,Female,32,3,0.0,1,1,0,94790.34,0,0.2141170673753683,Low
2489,15571148,Baranov,645,Spain,Female,21,1,0.0,2,0,0,28726.07,0,0.02222959952974362,Low
2490,15776824,Rossi,714,France,Male,28,6,122724.37,1,1,1,67057.27,0,0.044457796262682626,Low
2491,15633141,Robinson,696,Germany,Female,35,4,174902.26,1,1,0,69079.85,0,0.12123736850509564,Low
2492,15764174,Bidencope,612,Spain,Female,26,4,0.0,2,1,1,179780.74,0,0.02701472685175407,Low
2493,15778155,T'ien,520,Germany,Female,31,3,108914.17,1,1,1,183572.39,1,0.2475301087795735,Low
2494,15715920,De Bernales,782,Spain,Male,23,10,98052.66,1,1,1,142587.32,0,0.03565905662491316,Low
2495,15671917,Wade,666,France,Male,46,5,123873.19,1,1,1,177844.06,0,0.21795871112081336,Low
2496,15666548,Chung,466,Germany,Female,56,2,111920.13,3,1,0,197634.11,1,0.9959918753038391,High
2497,15625623,Stevenson,567,France,Female,45,4,0.0,2,0,1,121053.19,0,0.09118919269036999,Low
2498,15748123,Chienezie,613,France,Male,20,3,0.0,2,1,1,149613.77,0,0.01067651320207931,Low
2499,15648735,Cashin,718,France,Male,37,8,0.0,2,1,1,142.81,0,0.011790206006603273,Low
2500,15634974,Seppelt,614,France,Female,37,8,75150.34,4,0,1,131766.67,1,0.9193189225041268,High
2501,15713378,Brownless,711,France,Male,38,10,0.0,2,0,0,53311.78,0,0.021372786253440176,Low
2502,15753370,McDonald,691,Germany,Female,38,5,114753.76,1,1,0,107665.02,0,0.37857914247827157,Low
2503,15782659,Mamelu,527,France,Male,32,0,0.0,1,1,0,109523.88,0,0.12460513937050308,Low
2504,15583364,McGregor,476,France,Female,32,6,111871.93,1,0,0,112132.86,0,0.11453480067162995,Low
2505,15625942,McDonald,619,Spain,Female,45,0,0.0,2,0,0,113645.4,0,0.15669733902172808,Low
2506,15720284,Crawford,607,Germany,Female,37,4,135927.06,1,0,0,180890.4,0,0.3567107802247651,Low
2507,15679642,Feng,695,Spain,Male,44,8,0.0,2,1,1,70974.13,0,0.03746774844079573,Low
2508,15628007,Genovese,653,France,Male,33,1,0.0,2,0,0,53379.52,0,0.014124270237113446,Low
2509,15661974,Pirozzi,677,France,Male,46,2,57037.74,1,1,1,158531.01,0,0.3014749216786958,Low
2510,15689341,Gibbs,655,France,Female,50,10,0.0,4,1,0,179267.94,1,0.9878351593770471,High
2511,15607993,Milne,625,France,Female,52,2,79468.96,1,1,1,84606.03,0,0.404563541123477,Low
2512,15693267,Dickson,679,Germany,Female,34,7,121063.85,1,1,0,56984.58,0,0.3406737834923361,Low
2513,15769522,O'Connor,734,France,Male,51,1,118537.47,1,1,1,116912.45,0,0.2716517511843882,Low
2514,15755825,McGuirk,666,France,Male,39,10,0.0,2,1,0,102999.33,0,0.029256263465561393,Low
2515,15598175,Toscani,592,Germany,Female,26,4,105082.07,2,1,0,132801.57,0,0.09999703442577393,Low
2516,15744327,Ruth,564,France,Male,40,4,0.0,1,1,0,85455.62,1,0.3087930838357512,Low
2517,15798666,Hughes,814,France,Female,36,6,0.0,2,1,1,98657.01,0,0.020720302818023777,Low
2518,15577064,Onyekaozulu,592,Germany,Male,36,2,104702.65,2,1,0,107948.72,0,0.08913057236009203,Low
2519,15759436,Aksenov,758,France,Female,50,2,95813.76,3,1,1,67944.09,1,0.975674041905671,High
2520,15690231,K'ung,612,Spain,Female,62,0,167026.61,2,1,1,192892.05,0,0.14347652200239353,Low
2521,15751561,Meng,498,Germany,Male,61,7,102453.26,1,1,0,187247.56,1,0.9299906587053538,High
2522,15739068,Nwoye,638,Germany,Male,25,4,148045.45,2,1,1,114722.42,0,0.04026896534783621,Low
2523,15758056,Calabresi,558,France,Male,35,1,0.0,2,0,0,111687.57,0,0.01877586412141542,Low
2524,15742269,Milano,756,France,Female,24,1,0.0,2,1,0,184182.25,0,0.031696146106895175,Low
2525,15726490,Kirby,782,Spain,Male,52,4,0.0,1,1,1,52759.82,1,0.4105954133259151,Low
2526,15738411,Ho,505,France,Male,34,10,104498.79,1,0,1,126451.14,0,0.04202673281482308,Low
2527,15727919,Chukwuemeka,671,Spain,Female,29,6,0.0,2,0,0,12048.67,0,0.026835090784132265,Low
2528,15709396,Hale,801,France,Male,42,6,0.0,2,1,1,95804.33,0,0.02954451295227769,Low
2529,15654106,K?,604,France,Male,26,8,149542.52,2,0,1,197911.52,0,0.015982648534332906,Low
2530,15621653,Rice,716,France,Female,29,10,87946.39,1,1,1,182531.74,0,0.08591618078279536,Low
2531,15598086,Brown,624,France,Female,45,3,68639.57,1,1,0,168002.31,1,0.6082744937048231,Medium
2532,15752300,Sagese,607,Germany,Male,47,4,148826.32,1,1,1,79450.61,0,0.4482426603129986,Low
2533,15658693,Aksyonova,827,France,Female,60,2,0.0,2,0,1,60615.83,0,0.07230097970758878,Low
2534,15631838,Findlay,606,France,Male,61,5,108166.09,2,0,1,8643.21,0,0.11240641298901251,Low
2535,15803804,Walker,717,Germany,Female,35,5,103214.71,1,1,0,172172.7,0,0.34884117606189563,Low
2536,15578809,Hao,651,Germany,Male,40,1,134760.21,2,0,0,174434.06,1,0.13797707153269717,Low
2537,15752026,Hammer,691,France,Male,58,3,0.0,1,0,1,194930.3,1,0.5405983174932943,Medium
2538,15723706,Abbott,573,France,Female,33,0,90124.64,1,1,0,137476.71,0,0.13213982025288623,Low
2539,15752838,Lucas,723,Spain,Male,38,6,0.0,2,1,1,94415.6,0,0.017538630811264895,Low
2540,15569571,Davydova,584,Germany,Female,46,6,87361.02,2,1,0,120376.87,1,0.3652024062337086,Low
2541,15769703,West,550,Germany,Female,45,8,111257.59,1,0,0,97623.42,1,0.6723919219479115,Medium
2542,15679770,Smith,611,France,Female,61,3,131583.59,4,0,1,66238.23,1,0.9866812015656942,High
2543,15791102,Mai,549,Germany,Male,41,9,95020.8,3,1,1,131710.59,1,0.8839060730866966,High
2544,15655192,Fiorentino,850,Spain,Female,24,1,0.0,2,0,1,69052.87,0,0.015143585997084673,Low
2545,15709487,Freeman,668,Germany,Male,34,5,80242.37,2,0,0,56780.97,0,0.0324352306854512,Low
2546,15687130,Nkemjika,686,France,Female,43,0,0.0,1,1,1,170072.9,0,0.33507120930533185,Low
2547,15755178,Ramos,660,France,Male,50,1,0.0,3,1,1,191849.15,1,0.9025062816083804,High
2548,15634772,Mario,682,Spain,Female,59,0,122661.39,1,0,1,84803.76,0,0.25193321411750375,Low
2549,15617197,Chien,524,France,Male,50,4,0.0,2,1,1,31840.59,1,0.087394780386296,Low
2550,15631240,Dubinina,645,France,Female,36,8,0.0,2,1,1,12096.61,1,0.02075582993824902,Low
2551,15784301,Wang,850,France,Male,42,0,0.0,2,1,0,44165.84,0,0.046786358146366086,Low
2552,15631310,Hsieh,537,France,Female,53,3,0.0,1,1,1,91406.62,0,0.4695447512868161,Medium
2553,15756560,Moran,599,Spain,Female,46,7,81742.84,2,1,0,83282.21,0,0.2722071688992942,Low
2554,15732270,Hung,727,Spain,Male,71,8,0.0,1,1,1,198446.91,1,0.20447170515816085,Low
2555,15739357,Moss,756,Spain,Male,30,2,145127.85,1,0,0,7554.68,0,0.09855662650734127,Low
2556,15771540,Fedorova,755,France,Male,38,9,148912.44,1,1,0,80416.16,0,0.12809588225725838,Low
2557,15567486,Li,634,Spain,Female,41,4,0.0,2,1,1,164549.74,0,0.06034740820075179,Low
2558,15714634,Nebechi,837,France,Male,26,4,89900.24,2,1,0,175477.03,0,0.03885627840308331,Low
2559,15727021,Obialo,727,Germany,Female,30,8,119027.28,2,1,1,137903.54,0,0.0724941332172515,Low
2560,15650670,Bateson,567,Germany,Female,40,2,105222.86,2,1,0,93795.86,0,0.20303010947484906,Low
2561,15711834,Long,650,Spain,Female,30,6,0.0,1,0,0,67997.13,1,0.21443704760459753,Low
2562,15729763,Nelson,655,Spain,Male,34,1,116114.93,1,1,1,49492.15,0,0.048833748748383976,Low
2563,15646566,Bell,763,France,Female,58,9,187911.55,1,0,1,35825.18,0,0.5045398674936231,Medium
2564,15645463,Udinese,843,France,Female,27,5,0.0,2,1,1,67494.23,0,0.01384425312342077,Low
2565,15672144,Mao,667,France,Female,38,6,144432.04,1,1,1,73963.17,1,0.11352203927524557,Low
2566,15596088,Fanucci,705,France,Female,50,4,77065.9,2,0,1,145159.26,0,0.2676195393495454,Low
2567,15614878,Yeh,660,Germany,Female,29,6,180520.29,1,1,1,123850.58,0,0.06207491899235976,Low
2568,15635240,Onuoha,553,France,Male,42,1,0.0,2,0,0,23822.04,0,0.047106755659518024,Low
2569,15775905,Moore,612,Germany,Female,47,6,130024.87,1,1,1,45750.21,1,0.5702693290287648,Medium
2570,15700657,Thornton,641,Germany,Female,40,2,110086.69,1,1,0,159773.14,0,0.49810197931871647,Medium
2571,15611905,Warlow-Davies,513,Spain,Female,31,5,174853.46,1,1,0,84238.63,0,0.24531483867982817,Low
2572,15652527,Champion,680,France,Male,44,7,108724.98,1,0,1,72330.46,0,0.16573229861666383,Low
2573,15785865,Mazzanti,711,France,Male,58,9,91285.13,2,1,1,26767.85,0,0.09579416764425608,Low
2574,15645942,Macleod,689,Spain,Male,40,2,0.0,2,1,1,164768.82,0,0.02843231259488601,Low
2575,15688691,Lei,665,Germany,Female,51,9,110610.41,2,0,1,1112.76,1,0.42959395246613286,Low
2576,15592736,Lucchese,551,Germany,Male,54,5,102994.04,1,1,0,176680.16,1,0.9205236544333872,High
2577,15673529,Lombardo,645,Spain,Male,36,4,59893.85,2,1,0,43999.64,0,0.03168203647422915,Low
2578,15724145,William,616,Germany,Male,29,8,149318.55,1,1,0,140746.13,0,0.16368658189295152,Low
2579,15704629,Wright,582,France,Female,32,1,116409.55,1,0,1,152790.92,0,0.08292859100099438,Low
2580,15597896,Ozoemena,365,Germany,Male,30,0,127760.07,1,1,0,81537.85,1,0.671042024411814,Medium
2581,15731790,Boyle,697,Germany,Female,38,6,132591.36,1,1,1,7387.8,1,0.2850517459966315,Low
2582,15634719,Chinwendu,704,France,Male,31,0,0.0,2,1,0,183038.33,0,0.017448017250208968,Low
2583,15703205,Uwaezuoke,656,France,Female,46,5,113402.14,2,1,1,138849.06,0,0.20555712945183893,Low
2584,15567333,Archambault,712,France,Female,31,7,0.0,2,1,0,170333.38,0,0.03683638593281823,Low
2585,15754537,Ko,748,France,Male,40,0,0.0,1,0,0,60416.76,0,0.2801196423428105,Low
2586,15612030,Udegbulam,724,France,Male,28,9,0.0,2,1,1,100240.2,0,0.009741221664151627,Low
2587,15573242,Greene,691,France,Male,50,6,136953.47,1,1,1,2704.98,0,0.24115226927595323,Low
2588,15601892,Hunter,563,France,Male,33,8,0.0,2,0,1,68815.05,0,0.010310045324120864,Low
2589,15663885,Blinova,741,France,Male,32,5,0.0,1,1,1,64839.23,0,0.07069235804873283,Low
2590,15701096,De Garis,778,France,Male,44,8,123863.64,1,1,0,144494.94,0,0.2760029878089535,Low
2591,15710450,Okwudiliolisa,848,Spain,Male,22,7,120811.89,1,1,1,185510.34,0,0.04506584891837972,Low
2592,15790846,Ts'ai,634,Germany,Male,38,2,148430.55,1,1,1,56055.72,0,0.2210958113745719,Low
2593,15658956,Tuan,505,Germany,Male,40,6,47869.69,2,1,1,155061.97,0,0.044430387526215614,Low
2594,15755223,Tseng,692,Germany,Male,53,7,150926.99,2,0,0,119817.19,0,0.5596059402291095,Medium
2595,15787318,Holmwood,537,Germany,Female,47,6,103163.35,1,1,0,16259.64,1,0.795681396596736,High
2596,15737310,Thompson,633,France,Male,29,10,130206.28,1,1,0,184654.87,0,0.0829325467449796,Low
2597,15763665,Y?,833,France,Female,28,4,136674.51,2,0,0,5278.78,0,0.052144217524969644,Low
2598,15668818,Chidubem,592,Spain,Female,40,2,200322.45,1,1,1,113244.73,0,0.3089016837839887,Low
2599,15765812,Trevisani,587,Spain,Male,48,1,0.0,2,1,1,8908.0,0,0.08923513944451474,Low
2600,15704844,Hsiung,550,Spain,Male,62,7,80927.56,1,0,1,64490.67,0,0.19659562897400476,Low
2601,15744582,Randall,680,France,Female,24,10,0.0,3,1,0,154971.63,1,0.6399365575093958,Medium
2602,15616700,Leach,622,Spain,Female,41,9,0.0,2,1,1,155786.39,0,0.05767728498773448,Low
2603,15683521,Godfrey,594,Germany,Male,28,0,142574.71,2,1,0,129084.82,0,0.06608947347557766,Low
2604,15583049,Wallace,643,Germany,Female,34,7,160426.07,1,0,1,188533.11,0,0.17119369163159062,Low
2605,15643752,Wei,540,France,Male,25,5,116160.23,1,1,0,13411.67,0,0.07617003908449477,Low
2606,15620398,Mitchell,635,Spain,Female,34,5,98683.47,2,1,0,15733.19,0,0.06885071901638705,Low
2607,15715707,Light,657,France,Male,32,3,118829.03,2,1,1,73127.61,0,0.028473398165150196,Low
2608,15814209,Capon,814,France,Male,31,1,118870.92,1,1,0,101704.19,0,0.06465371071189689,Low
2609,15733768,Hou,600,France,Male,32,1,0.0,1,1,1,101986.16,0,0.07599827436358031,Low
2610,15755242,Rowe,682,France,Female,46,2,0.0,1,1,1,114442.66,0,0.4314699106348297,Low
2611,15729412,Holloway,682,France,Male,38,4,107192.38,1,1,1,15669.17,0,0.07688992706720646,Low
2612,15746564,O'Sullivan,566,France,Male,42,3,108010.78,1,1,1,157486.1,0,0.13843929742230726,Low
2613,15588446,Udinesi,550,Spain,Male,34,3,0.0,2,0,0,131281.28,0,0.018824782192374316,Low
2614,15665221,Nwebube,630,France,Male,26,7,129837.72,2,0,1,197001.15,0,0.021414623302202954,Low
2615,15640846,Chibueze,546,Germany,Female,58,3,106458.31,4,1,0,128881.87,1,0.9979252034009706,High
2616,15700209,Walker,486,France,Male,63,9,97009.15,1,1,1,85101.0,0,0.13838103780746455,Low
2617,15658360,Gregory,762,Spain,Male,35,9,122929.42,2,0,0,149822.04,0,0.052478226206338276,Low
2618,15602735,Kuo,692,Germany,Male,45,6,152296.83,4,0,1,108040.86,1,0.9747693705702845,High
2619,15724834,Wilson,498,France,Female,30,1,0.0,2,0,0,135795.53,0,0.03110703620022904,Low
2620,15800062,Lanford,850,Spain,Male,49,8,0.0,1,0,0,25867.67,1,0.7753314307561322,High
2621,15685300,Meng,603,France,Male,35,6,128993.76,2,1,0,130483.56,0,0.04735666634029217,Low
2622,15760102,Yeh,551,France,Female,36,5,0.0,1,1,0,183479.12,0,0.30742954050282145,Low
2623,15787026,Onwuatuegwu,627,Germany,Male,27,0,185267.45,2,1,1,77027.34,0,0.014750002279197165,Low
2624,15653696,Goliwe,515,France,Female,28,9,0.0,2,0,0,94141.75,0,0.028631554317263334,Low
2625,15788946,Anthony,605,Spain,Female,29,3,116805.82,1,0,0,4092.75,0,0.1380653546452151,Low
2626,15600724,Scott,567,Germany,Male,29,5,129750.68,1,1,0,109257.59,0,0.21311346982240334,Low
2627,15574324,Genovese,568,Germany,Female,29,2,129177.01,2,0,1,104617.99,0,0.07080239493321352,Low
2628,15707144,Onyeorulu,571,Germany,Male,25,6,82506.72,2,1,0,167705.07,0,0.032984064094393244,Low
2629,15775891,Myers,634,Germany,Male,48,2,107247.69,1,1,1,103712.05,1,0.5486426694997769,Medium
2630,15711789,Davey,768,Spain,Female,42,3,0.0,1,0,0,161242.99,1,0.5379996592000529,Medium
2631,15600879,Parsons,554,Germany,Female,36,3,157780.93,2,1,0,6089.13,0,0.09734205257635696,Low
2632,15681196,Chikere,629,France,Male,35,1,172170.36,1,1,1,159777.37,0,0.07578834142084032,Low
2633,15716000,Hs?eh,638,Spain,Male,48,2,0.0,2,1,1,7919.08,0,0.0753632279054898,Low
2634,15766776,Sal,576,France,Male,41,1,0.0,1,1,1,188274.6,0,0.26138149917415465,Low
2635,15680278,Ts'ai,661,Spain,Female,42,9,75361.44,1,1,0,27608.12,1,0.3702567617001841,Low
2636,15688637,Witt,592,France,Female,27,4,0.0,2,1,1,183569.25,0,0.02815749608730683,Low
2637,15591179,Skelton,702,Spain,Male,30,2,0.0,2,1,1,145537.32,0,0.010585874610401065,Low
2638,15677435,Kazantseva,647,France,Female,29,0,98263.46,2,1,0,164717.95,0,0.06349920466953586,Low
2639,15698619,Bowhay,593,France,Male,43,9,0.0,2,1,1,76357.43,0,0.03503850613974624,Low
2640,15581036,Beyer,712,Germany,Female,40,3,109308.79,2,1,0,120158.72,1,0.2177293659070199,Low
2641,15622117,Fries,625,Spain,Female,31,8,0.0,2,1,0,151843.54,0,0.03649884311264574,Low
2642,15599301,Tao,538,Germany,Female,28,6,164365.44,1,0,1,5698.97,0,0.13649696568810765,Low
2643,15581548,Kaodilinakachukwu,637,Spain,Female,22,5,98800.0,1,1,0,122865.55,0,0.13998778582313395,Low
2644,15586870,Ni,632,France,Male,27,4,193125.85,1,1,1,152665.85,0,0.08043437140516893,Low
2645,15735263,Hsueh,736,France,Male,27,5,51522.75,1,0,1,192131.77,0,0.11654612174260841,Low
2646,15765322,Connely,755,France,Male,23,5,84284.48,2,1,1,62851.6,0,0.017795902867696025,Low
2647,15582944,Becker,425,Spain,Female,39,5,0.0,2,1,0,140941.47,0,0.09832631670844834,Low
2648,15687162,Clayton,461,France,Male,51,9,119889.84,1,0,0,56767.67,1,0.6147526409845943,Medium
2649,15644962,Connolly,745,France,Male,21,4,137910.45,1,1,1,177235.23,0,0.039675995176665285,Low
2650,15612615,Graham,616,France,Female,37,6,0.0,2,1,0,86242.18,0,0.04099016489768226,Low
2651,15813439,Ch'ien,587,France,Male,33,5,100116.82,1,1,0,34215.58,0,0.08101295934575894,Low
2652,15604544,Manfrin,850,Germany,Male,40,4,166082.15,2,0,1,44406.17,0,0.08030403278571845,Low
2653,15761348,Kuo,601,France,Female,38,0,0.0,2,1,0,165196.65,0,0.055959942855250584,Low
2654,15785078,Fomin,730,Spain,Male,26,3,0.0,1,1,0,34542.41,0,0.1654676151215853,Low
2655,15759874,Chamberlain,532,France,Male,44,3,148595.55,1,1,0,74838.64,1,0.3495017930947298,Low
2656,15643658,Barber,850,Germany,Male,53,2,94078.97,2,1,0,36980.54,0,0.6048166027763406,Medium
2657,15713267,Zimmer,779,Spain,Female,34,5,0.0,2,0,1,111676.63,0,0.020048568382614117,Low
2658,15737782,Brazenor,562,France,Male,29,9,0.0,1,1,1,25858.68,0,0.06724251443171365,Low
2659,15815490,Cocci,670,Germany,Male,40,2,164948.98,3,0,0,177028.0,1,0.8587233177834287,High
2660,15679410,Caldwell,729,France,Female,62,4,140549.4,1,1,0,30990.16,1,0.8709997328590814,High
2661,15756241,Yirawala,767,France,Female,44,2,152509.25,1,1,1,136915.15,0,0.19484755773063533,Low
2662,15688409,Donaldson,742,France,Female,28,2,191864.51,1,1,0,108457.99,1,0.48332916653516017,Medium
2663,15742272,Ozerova,669,France,Female,44,8,96418.09,1,0,0,131609.48,1,0.39650327030331584,Low
2664,15717898,Bruce,542,Spain,Male,32,2,131945.94,1,0,1,159737.56,0,0.053998465052071884,Low
2665,15769582,Kang,586,France,Male,29,3,0.0,2,1,1,142238.54,0,0.01198879891065747,Low
2666,15635660,Rossi,612,Germany,Male,30,9,142910.15,1,1,0,105890.55,1,0.2021531564723641,Low
2667,15576723,Ts'ai,740,France,Female,37,7,0.0,2,1,1,194270.91,0,0.034722728838561034,Low
2668,15591577,Moran,584,France,Male,35,3,146311.58,1,1,1,105443.47,0,0.05312163821772218,Low
2669,15582325,Jennings,524,France,Male,52,2,87894.26,1,1,0,173899.42,1,0.7706223010159845,High
2670,15693947,Tokareva,614,France,Female,19,5,97445.49,2,1,0,122823.34,0,0.05502111881314514,Low
2671,15760446,Pagnotto,598,France,Female,64,9,0.0,1,0,1,13181.37,1,0.2626954890155047,Low
2672,15611105,Castella,799,Spain,Male,35,7,0.0,2,0,1,140780.8,0,0.013636393568714546,Low
2673,15630920,Du Cane,724,France,Male,34,2,154485.74,2,0,0,78560.64,0,0.04390355052789889,Low
2674,15574910,Ferguson,601,France,Male,50,2,115625.07,1,1,0,185855.21,0,0.6321703374859582,Medium
2675,15756472,Odinakachukwu,804,France,Male,25,7,108396.67,1,1,0,128276.95,0,0.06636602256216259,Low
2676,15682890,Woronoff,745,Germany,Male,38,5,65095.41,2,1,1,140197.42,0,0.03246205027161526,Low
2677,15641994,Meng,667,Germany,Male,43,1,103018.45,1,1,0,32462.39,1,0.5765566190763423,Medium
2678,15733297,Sinclair,518,France,Female,38,10,84764.79,1,1,1,162253.9,0,0.1865224155715183,Low
2679,15767793,Hsu,819,France,Female,38,10,0.0,2,1,0,30498.7,0,0.04271305500233947,Low
2680,15725698,Panicucci,520,Spain,Female,35,4,115680.81,1,1,1,90280.7,0,0.0837105423146321,Low
2681,15813532,Burns,625,France,Female,39,5,0.0,2,1,0,32615.21,0,0.04343601849781315,Low
2682,15576760,Onodugoadiegbemma,673,Germany,Male,36,5,73088.06,2,0,0,196142.26,0,0.04511064119108357,Low
2683,15732102,Darling,656,Germany,Female,27,3,150905.03,2,1,0,16998.72,0,0.09599401925549025,Low
2684,15739046,Maggard,850,Spain,Female,23,9,143054.85,1,0,1,62980.96,0,0.07688589014256735,Low
2685,15631927,Thomas,574,Spain,Female,28,7,0.0,2,0,0,185660.3,0,0.04673072001790749,Low
2686,15672115,Lettiere,679,France,Male,60,6,0.0,2,1,1,77331.77,0,0.04121036793979935,Low
2687,15618765,Ponomaryov,530,Germany,Female,42,0,99948.45,1,0,1,97338.62,0,0.45276926205910223,Medium
2688,15679148,Oliver,508,France,Male,44,3,115451.05,2,0,0,67234.33,0,0.166966523575387,Low
2689,15728474,Chienezie,558,Germany,Male,32,4,108235.91,1,1,1,143783.28,0,0.12797672574208288,Low
2690,15636999,Mao,414,France,Male,38,8,0.0,1,0,1,77661.12,1,0.5124308043815848,Medium
2691,15754261,Ho,648,Spain,Male,42,2,98795.61,2,1,0,89123.99,0,0.11131600454666367,Low
2692,15629150,Lucchese,721,France,Female,37,1,0.0,2,1,0,70810.8,0,0.04043598234841934,Low
2693,15736274,Prokhorova,751,France,Male,31,8,0.0,2,0,0,17550.49,0,0.013521431810893993,Low
2694,15627697,Alekseyeva,662,France,Male,34,2,0.0,2,0,1,21497.27,0,0.01120541682216891,Low
2695,15721585,Blacklock,628,Germany,Male,29,3,113146.98,2,0,1,124749.08,0,0.052847494375003606,Low
2696,15639946,Sazonova,597,Germany,Female,39,8,162532.14,3,1,0,36051.46,1,0.910072419174099,High
2697,15792176,Henty,698,Spain,Female,40,0,92053.44,1,1,1,143681.83,0,0.16842375702594667,Low
2698,15699450,Li,723,France,Male,48,7,0.0,2,1,1,150694.58,0,0.06325565062642584,Low
2699,15729954,Azuka,586,France,Female,28,5,0.0,3,1,0,170487.4,1,0.7151718690213745,Medium
2700,15600103,Alexander,633,Germany,Female,29,8,104944.1,1,1,1,97684.46,0,0.1605020089139803,Low
2701,15786200,Brock,564,France,Male,31,4,0.0,2,1,0,53520.03,0,0.014988034437621721,Low
2702,15797010,Shen,649,France,Female,31,2,0.0,2,1,0,15200.61,0,0.025801216214158987,Low
2703,15670172,Padovesi,622,France,Female,30,4,107879.04,1,0,1,196894.62,0,0.12588106881210637,Low
2704,15627352,Bulgakov,459,Germany,Male,46,7,110356.42,1,1,0,4969.13,1,0.7404537267540141,Medium
2705,15622494,Mazzanti,718,France,Male,27,2,0.0,2,0,0,26229.24,0,0.014936577988040933,Low
2706,15585835,Lord,655,Spain,Female,34,4,109783.69,2,1,0,134034.32,0,0.08039530920065553,Low
2707,15595071,Ramos,696,France,Male,22,9,149777.0,1,1,1,198032.93,0,0.033622808041696886,Low
2708,15628203,Pai,637,France,Female,38,3,104339.56,1,0,0,119882.86,0,0.1733305866248323,Low
2709,15667190,Yuan,630,Spain,Female,21,1,85818.18,1,1,1,133102.3,0,0.07711526042978803,Low
2710,15780212,Mao,592,France,Male,37,4,212692.97,1,0,0,176395.02,0,0.14496831781914835,Low
2711,15766869,Uspenskaya,634,Germany,Male,37,1,89696.84,2,1,1,193179.88,0,0.05743637826893197,Low
2712,15775741,Powell,608,France,Female,28,9,0.0,2,1,1,125062.02,0,0.01940414631468305,Low
2713,15628170,Brown,565,Germany,Female,32,9,68067.24,1,1,0,143287.58,0,0.17191160341738257,Low
2714,15701318,Poole,763,Spain,Male,67,9,148564.66,1,0,1,87236.4,0,0.07965318402883623,Low
2715,15710928,McChesney,665,France,Female,55,8,136354.16,1,1,1,93769.89,0,0.2419151582105465,Low
2716,15682547,Lucchese,649,France,Male,38,1,122214.0,1,0,1,88965.46,0,0.07948631743605303,Low
2717,15631170,Clements,695,France,Male,45,3,0.0,2,1,1,30793.61,0,0.04495185248907634,Low
2718,15648702,Yuriev,775,Germany,Male,70,6,119684.88,2,1,1,74532.02,0,0.09256079843539246,Low
2719,15783444,Endrizzi,788,France,Female,39,3,135139.33,1,0,1,113086.08,0,0.11899420264732607,Low
2720,15809178,Pan,569,Germany,Female,42,9,146100.75,1,1,0,32574.01,1,0.5259899221431217,Medium
2721,15806688,Manfrin,726,Spain,Female,56,8,123110.9,3,0,1,130113.78,1,0.9750629693872198,High
2722,15576824,Kennedy,564,Germany,Female,44,3,111760.4,3,1,1,104722.47,1,0.9542360591483255,High
2723,15675422,Conway,544,France,Female,32,9,110728.39,1,1,1,14559.62,0,0.06844385395480795,Low
2724,15681550,Lablanc,614,France,Female,41,8,121558.46,1,1,1,598.8,0,0.15368134607558673,Low
2725,15812628,Dodd,453,Germany,Female,38,8,120623.21,1,1,0,129697.99,0,0.36639391136211724,Low
2726,15597951,Muir,471,France,Female,58,4,114713.57,1,1,1,36315.03,0,0.23951706904474815,Low
2727,15807045,Milanesi,829,Germany,Female,37,3,103457.76,1,0,0,1114.12,0,0.33564313296164894,Low
2728,15581748,Shen,754,Germany,Male,57,2,101134.87,2,1,1,70954.41,0,0.25140669001286753,Low
2729,15770420,Dillon,749,Germany,Male,46,10,78136.36,2,1,1,73470.98,0,0.10647441066304267,Low
2730,15608230,Hoelscher,667,France,Male,23,1,0.0,2,1,0,91573.19,0,0.015870044659909457,Low
2731,15730339,Bell,670,Spain,Male,30,3,133446.34,1,0,0,3154.95,0,0.09950048643909404,Low
2732,15712584,Liao,670,France,Female,33,7,0.0,2,1,1,88187.81,0,0.018063664712180554,Low
2733,15592816,Udokamma,623,Germany,Female,48,1,108076.33,1,1,0,118855.26,1,0.8434644805641727,High
2734,15641480,Sinnett,571,France,Male,32,5,131354.25,1,1,0,125256.53,0,0.07574612931688973,Low
2735,15708505,Palerma,641,Germany,Female,37,7,62974.64,2,0,1,39016.43,0,0.04416991921790963,Low
2736,15791131,Chimaijem,551,Germany,Female,30,2,143340.44,1,1,0,145796.49,0,0.27487995768382983,Low
